Plate,Well,ID,target_name,Amp Score,Amp Status,Task,Cq,Cq_mean,Cq_standard Deviation,Quantity,quantity_mean,Quantity Standard Deviation,Intercept,R-Squared,Slope,Efficiency,Auto Threshold,Threshold,Auto Baseline,Baseline Start,Baseline End,Omit
2,G7,52,ACTIN,1.479,Amp,UNKNOWN,16.696,16.79,0.134,306709.34,289067,24950.008,36.29999,0.9990826,-3.57306,90.49,TRUE,0.245,TRUE,3,11,FALSE
2,H7,52,ACTIN,1.456,Amp,UNKNOWN,16.885,16.79,0.134,271424.7,289067,24950.008,36.29999,0.9990826,-3.57306,90.49,TRUE,0.245,TRUE,3,11,FALSE
2,E7,52,DWV,1.382,Amp,UNKNOWN,12.933,12.921,0.016,2201097.2,2217734.8,23529.086,35.57592,0.9939175,-3.569952,90.6,TRUE,0.051,TRUE,3,10,FALSE
2,F7,52,DWV,1.346,Amp,UNKNOWN,12.91,12.921,0.016,2234372.2,2217734.8,23529.086,35.57592,0.9939175,-3.569952,90.6,TRUE,0.051,TRUE,3,9,FALSE
2,G10,53,ACTIN,1.468,Amp,UNKNOWN,16.59,16.627,0.053,328346.84,320580.6,10983.113,36.29999,0.9990826,-3.57306,90.49,TRUE,0.245,TRUE,3,11,FALSE
2,H10,53,ACTIN,1.464,Amp,UNKNOWN,16.665,16.627,0.053,312814.38,320580.6,10983.113,36.29999,0.9990826,-3.57306,90.49,TRUE,0.245,TRUE,3,11,FALSE
2,E10,53,DWV,1.364,Amp,UNKNOWN,10.515,10.558,0.06,1.05E+07,1.02E+07,394765.34,35.57592,0.9939175,-3.569952,90.6,TRUE,0.051,TRUE,3,7,FALSE
2,F10,53,DWV,1.324,Amp,UNKNOWN,10.6,10.558,0.06,9909974,1.02E+07,394765.34,35.57592,0.9939175,-3.569952,90.6,TRUE,0.051,TRUE,3,7,FALSE
2,G8,54,ACTIN,1.467,Amp,UNKNOWN,16.921,16.897,0.035,265161.28,269441.12,6052.639,36.29999,0.9990826,-3.57306,90.49,TRUE,0.245,TRUE,3,11,FALSE
2,H8,54,ACTIN,1.472,Amp,UNKNOWN,16.872,16.897,0.035,273721,269441.12,6052.639,36.29999,0.9990826,-3.57306,90.49,TRUE,0.245,TRUE,3,11,FALSE
2,E8,54,DWV,1.378,Amp,UNKNOWN,11.536,12.486,1.343,5418420,3505096.5,2705848,35.57592,0.9939175,-3.569952,90.6,TRUE,0.051,TRUE,3,8,FALSE
2,F8,54,DWV,1.363,Amp,UNKNOWN,13.436,12.486,1.343,1591773,3505096.5,2705848,35.57592,0.9939175,-3.569952,90.6,TRUE,0.051,TRUE,3,11,FALSE
2,G3,55,ACTIN,1.463,Amp,UNKNOWN,16.956,17.15,0.275,259353.97,230596.11,40669.77,36.29999,0.9990826,-3.57306,90.49,TRUE,0.245,TRUE,3,11,FALSE
2,H3,55,ACTIN,1.476,Amp,UNKNOWN,17.345,17.15,0.275,201838.23,230596.11,40669.77,36.29999,0.9990826,-3.57306,90.49,TRUE,0.245,TRUE,3,12,FALSE
2,E3,55,DWV,1.379,Amp,UNKNOWN,9.371,9.349,0.03,2.19E+07,2.22E+07,427418.1,35.57592,0.9939175,-3.569952,90.6,TRUE,0.051,TRUE,3,6,FALSE
2,F3,55,DWV,1.364,Amp,UNKNOWN,9.328,9.349,0.03,2.25E+07,2.22E+07,427418.1,35.57592,0.9939175,-3.569952,90.6,TRUE,0.051,TRUE,3,6,FALSE
2,G4,56,ACTIN,1.483,Amp,UNKNOWN,16.621,16.709,0.124,321767.75,304520.1,24391.887,36.29999,0.9990826,-3.57306,90.49,TRUE,0.245,TRUE,3,11,FALSE
2,H4,56,ACTIN,1.477,Amp,UNKNOWN,16.797,16.709,0.124,287272.44,304520.1,24391.887,36.29999,0.9990826,-3.57306,90.49,TRUE,0.245,TRUE,3,11,FALSE
2,E4,56,DWV,1.373,Amp,UNKNOWN,11.803,11.717,0.122,4562607.5,4830687,379121.78,35.57592,0.9939175,-3.569952,90.6,TRUE,0.051,TRUE,3,9,FALSE
2,F4,56,DWV,1.382,Amp,UNKNOWN,11.631,11.717,0.122,5098766.5,4830687,379121.78,35.57592,0.9939175,-3.569952,90.6,TRUE,0.051,TRUE,3,8,FALSE
2,G9,57,ACTIN,1.475,Amp,UNKNOWN,16.807,16.853,0.065,285504.25,277236,11693.081,36.29999,0.9990826,-3.57306,90.49,TRUE,0.245,TRUE,3,11,FALSE
2,H9,57,ACTIN,1.469,Amp,UNKNOWN,16.899,16.853,0.065,268967.75,277236,11693.081,36.29999,0.9990826,-3.57306,90.49,TRUE,0.245,TRUE,3,11,FALSE
2,E9,57,DWV,1.249,Amp,UNKNOWN,11.295,10.848,0.633,6330676,8803145,3496600,35.57592,0.9939175,-3.569952,90.6,TRUE,0.051,TRUE,3,8,FALSE
2,F9,57,DWV,1.373,Amp,UNKNOWN,10.4,10.848,0.633,1.13E+07,8803145,3496600,35.57592,0.9939175,-3.569952,90.6,TRUE,0.051,TRUE,3,7,FALSE
2,C7,59,ACTIN,1.478,Amp,UNKNOWN,16.707,16.732,0.036,304453.1,299563.16,6915.401,36.29999,0.9990826,-3.57306,90.49,TRUE,0.245,TRUE,3,11,FALSE
2,D7,59,ACTIN,1.474,Amp,UNKNOWN,16.758,16.732,0.036,294673.22,299563.16,6915.401,36.29999,0.9990826,-3.57306,90.49,TRUE,0.245,TRUE,3,11,FALSE
2,A7,59,DWV,1.371,Amp,UNKNOWN,23.958,24.034,0.108,1796.6301,1712.374,119.156,35.57592,0.9939175,-3.569952,90.6,TRUE,0.051,TRUE,3,20,FALSE
2,B7,59,DWV,1.375,Amp,UNKNOWN,24.11,24.034,0.108,1628.1182,1712.374,119.156,35.57592,0.9939175,-3.569952,90.6,TRUE,0.051,TRUE,3,20,FALSE
1,C11,60,ACTIN,1.379,Amp,UNKNOWN,17.052,16.949,0.146,243695.94,261002.86,24475.684,36.29999,0.9990826,-3.57306,90.49,TRUE,0.237,TRUE,3,12,FALSE
1,D11,60,ACTIN,1.386,Amp,UNKNOWN,16.846,16.949,0.146,278309.78,261002.86,24475.684,36.29999,0.9990826,-3.57306,90.49,TRUE,0.237,TRUE,3,11,FALSE
1,A11,60,DWV,1.224,Amp,UNKNOWN,33.021,32.958,0.089,5.195515,5.414,0.31,35.57592,0.9939175,-3.569952,90.6,TRUE,0.095,TRUE,3,28,FALSE
1,B11,60,DWV,1.226,Amp,UNKNOWN,32.896,32.958,0.089,5.633368,5.414,0.31,35.57592,0.9939175,-3.569952,90.6,TRUE,0.095,TRUE,3,28,FALSE
1,G7,61,ACTIN,1.415,Amp,UNKNOWN,17.346,17.347,0,201655.72,201616.08,56.075,36.29999,0.9990826,-3.57306,90.49,TRUE,0.237,TRUE,3,12,FALSE
1,H7,61,ACTIN,1.417,Amp,UNKNOWN,17.347,17.347,0,201576.42,201616.08,56.075,36.29999,0.9990826,-3.57306,90.49,TRUE,0.237,TRUE,3,12,FALSE
1,E7,61,DWV,1.262,Amp,UNKNOWN,33.295,32.427,1.227,4.3552394,8.845,6.349,35.57592,0.9939175,-3.569952,90.6,TRUE,0.095,TRUE,3,29,FALSE
1,F7,61,DWV,1.263,Amp,UNKNOWN,31.56,32.427,1.227,13.334436,8.845,6.349,35.57592,0.9939175,-3.569952,90.6,TRUE,0.095,TRUE,3,27,FALSE
2,C8,62,ACTIN,1.472,Amp,UNKNOWN,16.959,17.052,0.132,258825.97,244205.03,20677.13,36.29999,0.9990826,-3.57306,90.49,TRUE,0.245,TRUE,3,11,FALSE
2,D8,62,ACTIN,1.462,Amp,UNKNOWN,17.145,17.052,0.132,229584.1,244205.03,20677.13,36.29999,0.9990826,-3.57306,90.49,TRUE,0.245,TRUE,3,12,FALSE
2,A8,62,DWV,1.355,Amp,UNKNOWN,32.883,32.398,0.686,5.679993,8.15,3.493,35.57592,0.9939175,-3.569952,90.6,TRUE,0.051,TRUE,3,29,FALSE
2,B8,62,DWV,1.36,Amp,UNKNOWN,31.913,32.398,0.686,10.620041,8.15,3.493,35.57592,0.9939175,-3.569952,90.6,TRUE,0.051,TRUE,3,28,FALSE
1,G8,63,ACTIN,1.414,Amp,UNKNOWN,17.667,17.545,0.173,163967.16,177963.06,19793.18,36.29999,0.9990826,-3.57306,90.49,TRUE,0.237,TRUE,3,12,FALSE
1,H8,63,ACTIN,1.412,Amp,UNKNOWN,17.423,17.545,0.173,191958.95,177963.06,19793.18,36.29999,0.9990826,-3.57306,90.49,TRUE,0.237,TRUE,3,12,FALSE
1,E8,63,DWV,1.268,Amp,UNKNOWN,23.991,23.932,0.083,1758.7578,1827.871,97.741,35.57592,0.9939175,-3.569952,90.6,TRUE,0.095,TRUE,3,20,FALSE
1,F8,63,DWV,1.278,Amp,UNKNOWN,23.873,23.932,0.083,1896.9838,1827.871,97.741,35.57592,0.9939175,-3.569952,90.6,TRUE,0.095,TRUE,3,19,FALSE
1,G11,64,ACTIN,1.405,Amp,UNKNOWN,17.289,17.301,0.017,209222.77,207637.52,2241.89,36.29999,0.9990826,-3.57306,90.49,TRUE,0.237,TRUE,3,12,FALSE
1,H11,64,ACTIN,1.41,Amp,UNKNOWN,17.313,17.301,0.017,206052.27,207637.52,2241.89,36.29999,0.9990826,-3.57306,90.49,TRUE,0.237,TRUE,3,11,FALSE
1,E11,64,DWV,1.257,Amp,UNKNOWN,32.435,32.464,0.042,7.583601,7.443,0.199,35.57592,0.9939175,-3.569952,90.6,TRUE,0.095,TRUE,3,28,FALSE
1,F11,64,DWV,1.265,Amp,UNKNOWN,32.494,32.464,0.042,7.3017178,7.443,0.199,35.57592,0.9939175,-3.569952,90.6,TRUE,0.095,TRUE,3,28,FALSE
1,G9,65,ACTIN,1.419,Amp,UNKNOWN,17.559,17.622,0.088,175781.6,168980.33,9618.461,36.29999,0.9990826,-3.57306,90.49,TRUE,0.237,TRUE,3,12,FALSE
1,H9,65,ACTIN,1.416,Amp,UNKNOWN,17.684,17.622,0.088,162179.05,168980.33,9618.461,36.29999,0.9990826,-3.57306,90.49,TRUE,0.237,TRUE,3,12,FALSE
1,E9,65,DWV,1.27,Amp,UNKNOWN,31.071,30.759,0.442,18.27383,22.806,6.409,35.57592,0.9939175,-3.569952,90.6,TRUE,0.095,TRUE,3,26,FALSE
1,F9,65,DWV,1.282,Amp,UNKNOWN,30.447,30.759,0.442,27.337599,22.806,6.409,35.57592,0.9939175,-3.569952,90.6,TRUE,0.095,TRUE,3,26,FALSE
2,C5,66,ACTIN,1.479,Amp,UNKNOWN,16.762,16.708,0.077,293805.6,304473.75,15087.036,36.29999,0.9990826,-3.57306,90.49,TRUE,0.245,TRUE,3,11,FALSE
2,D5,66,ACTIN,1.482,Amp,UNKNOWN,16.653,16.708,0.077,315141.88,304473.75,15087.036,36.29999,0.9990826,-3.57306,90.49,TRUE,0.245,TRUE,3,12,FALSE
2,A5,66,DWV,1.371,Amp,UNKNOWN,29.009,29.349,0.482,69.11302,56.824,17.38,35.57592,0.9939175,-3.569952,90.6,TRUE,0.051,TRUE,3,26,FALSE
2,B5,66,DWV,1.356,Amp,UNKNOWN,29.69,29.349,0.482,44.534367,56.824,17.38,35.57592,0.9939175,-3.569952,90.6,TRUE,0.051,TRUE,3,26,FALSE
3,C8,67,ACTIN,1.464,Amp,UNKNOWN,17.325,17.319,0.009,204452.52,205298.5,1196.389,36.29999,0.9990826,-3.57306,90.49,TRUE,0.307,TRUE,3,11,FALSE
3,D8,67,ACTIN,1.464,Amp,UNKNOWN,17.312,17.319,0.009,206144.47,205298.5,1196.389,36.29999,0.9990826,-3.57306,90.49,TRUE,0.307,TRUE,3,11,FALSE
3,A8,67,DWV,1.374,Amp,UNKNOWN,18.164,18.369,0.29,75395.17,66635.81,12387.599,35.57592,0.9939175,-3.569952,90.6,TRUE,0.15,TRUE,3,13,FALSE
3,B8,67,DWV,1.358,Amp,UNKNOWN,18.574,18.369,0.29,57876.46,66635.81,12387.599,35.57592,0.9939175,-3.569952,90.6,TRUE,0.15,TRUE,3,14,FALSE
3,C10,68,ACTIN,1.449,Amp,UNKNOWN,17.254,17.377,0.173,213948.84,198361.45,22043.912,36.29999,0.9990826,-3.57306,90.49,TRUE,0.307,TRUE,3,10,FALSE
3,D10,68,ACTIN,1.456,Amp,UNKNOWN,17.499,17.377,0.173,182774.05,198361.45,22043.912,36.29999,0.9990826,-3.57306,90.49,TRUE,0.307,TRUE,3,12,FALSE
3,A10,68,DWV,1.357,Amp,UNKNOWN,19.613,19.783,0.24,29611.482,26697.2,4121.42,35.57592,0.9939175,-3.569952,90.6,TRUE,0.15,TRUE,3,14,FALSE
3,B10,68,DWV,1.347,Amp,UNKNOWN,19.953,19.783,0.24,23782.916,26697.2,4121.42,35.57592,0.9939175,-3.569952,90.6,TRUE,0.15,TRUE,3,15,FALSE
3,G3,70,ACTIN,1.477,Amp,UNKNOWN,16.872,16.956,0.118,273718.97,259747.23,19759.037,36.29999,0.9990826,-3.57306,90.49,TRUE,0.307,TRUE,3,11,FALSE
3,H3,70,ACTIN,1.453,Amp,UNKNOWN,17.039,16.956,0.118,245775.48,259747.23,19759.037,36.29999,0.9990826,-3.57306,90.49,TRUE,0.307,TRUE,3,12,FALSE
3,E3,70,DWV,1.363,Amp,UNKNOWN,12.614,12.512,0.144,2703901.5,2893681.2,268389.06,35.57592,0.9939175,-3.569952,90.6,TRUE,0.15,TRUE,3,7,FALSE
3,F3,70,DWV,1.385,Amp,UNKNOWN,12.41,12.512,0.144,3083461,2893681.2,268389.06,35.57592,0.9939175,-3.569952,90.6,TRUE,0.15,TRUE,3,7,FALSE
3,C9,71,ACTIN,1.465,Amp,UNKNOWN,16.99,16.988,0.002,253781.45,254006.25,317.905,36.29999,0.9990826,-3.57306,90.49,TRUE,0.307,TRUE,3,11,FALSE
3,D9,71,ACTIN,1.474,Amp,UNKNOWN,16.987,16.988,0.002,254231.05,254006.25,317.905,36.29999,0.9990826,-3.57306,90.49,TRUE,0.307,TRUE,3,11,FALSE
3,A9,71,DWV,1.37,Amp,UNKNOWN,19.576,19.744,0.238,30325.096,27370.01,4179.123,35.57592,0.9939175,-3.569952,90.6,TRUE,0.15,TRUE,3,15,FALSE
3,B9,71,DWV,1.356,Amp,UNKNOWN,19.912,19.744,0.238,24414.924,27370.01,4179.123,35.57592,0.9939175,-3.569952,90.6,TRUE,0.15,TRUE,3,15,FALSE
3,C11,72,ACTIN,1.457,Amp,UNKNOWN,17.218,17.298,0.113,219029.48,208308.72,15161.458,36.29999,0.9990826,-3.57306,90.49,TRUE,0.307,TRUE,3,11,FALSE
3,D11,72,ACTIN,1.456,Amp,UNKNOWN,17.378,17.298,0.113,197587.95,208308.72,15161.458,36.29999,0.9990826,-3.57306,90.49,TRUE,0.307,TRUE,3,12,FALSE
3,A11,72,DWV,1.36,Amp,UNKNOWN,19.669,19.927,0.366,28565.555,24513.422,5730.582,35.57592,0.9939175,-3.569952,90.6,TRUE,0.15,TRUE,3,15,FALSE
3,B11,72,DWV,1.339,Amp,UNKNOWN,20.186,19.927,0.366,20461.29,24513.422,5730.582,35.57592,0.9939175,-3.569952,90.6,TRUE,0.15,TRUE,3,16,FALSE
3,G1,73,ACTIN,1.469,Amp,UNKNOWN,17.2,17.197,0.005,221542.16,222018.62,673.835,36.29999,0.9990826,-3.57306,90.49,TRUE,0.307,TRUE,3,11,FALSE
3,H1,73,ACTIN,1.466,Amp,UNKNOWN,17.194,17.197,0.005,222495.11,222018.62,673.835,36.29999,0.9990826,-3.57306,90.49,TRUE,0.307,TRUE,3,11,FALSE
3,E1,73,DWV,1.352,Amp,UNKNOWN,24.227,24.238,0.016,1510.1279,1499.305,15.306,35.57592,0.9939175,-3.569952,90.6,TRUE,0.15,TRUE,3,19,FALSE
3,F1,73,DWV,1.354,Amp,UNKNOWN,24.249,24.238,0.016,1488.4814,1499.305,15.306,35.57592,0.9939175,-3.569952,90.6,TRUE,0.15,TRUE,3,20,FALSE
2,G2,74,ACTIN,1.462,Amp,UNKNOWN,16.916,16.95,0.048,266126.12,260376.39,8131.362,36.29999,0.9990826,-3.57306,90.49,TRUE,0.245,TRUE,3,11,FALSE
2,H2,74,ACTIN,1.457,Amp,UNKNOWN,16.984,16.95,0.048,254626.64,260376.39,8131.362,36.29999,0.9990826,-3.57306,90.49,TRUE,0.245,TRUE,3,11,FALSE
2,E2,74,DWV,1.316,Amp,UNKNOWN,12.735,12.745,0.015,2500967.2,2484153.8,23777.77,35.57592,0.9939175,-3.569952,90.6,TRUE,0.051,TRUE,3,9,FALSE
2,F2,74,DWV,1.38,Amp,UNKNOWN,12.756,12.745,0.015,2467340.5,2484153.8,23777.77,35.57592,0.9939175,-3.569952,90.6,TRUE,0.051,TRUE,3,9,FALSE
3,G2,75,ACTIN,1.478,Amp,UNKNOWN,16.975,16.994,0.028,256219.33,253030.83,4509.212,36.29999,0.9990826,-3.57306,90.49,TRUE,0.307,TRUE,3,11,FALSE
3,H2,75,ACTIN,1.472,Amp,UNKNOWN,17.014,16.994,0.028,249842.34,253030.83,4509.212,36.29999,0.9990826,-3.57306,90.49,TRUE,0.307,TRUE,3,12,FALSE
3,E2,75,DWV,1.378,Amp,UNKNOWN,19.498,19.458,0.057,31895.94,32741.412,1195.68,35.57592,0.9939175,-3.569952,90.6,TRUE,0.15,TRUE,3,14,FALSE
3,F2,75,DWV,1.377,Amp,UNKNOWN,19.418,19.458,0.057,33586.887,32741.412,1195.68,35.57592,0.9939175,-3.569952,90.6,TRUE,0.15,TRUE,3,14,FALSE
3,C7,76,ACTIN,1.481,Amp,UNKNOWN,17.092,17.129,0.053,237575.73,232010.17,7870.893,36.29999,0.9990826,-3.57306,90.49,TRUE,0.307,TRUE,3,11,FALSE
3,D7,76,ACTIN,1.479,Amp,UNKNOWN,17.166,17.129,0.053,226444.62,232010.17,7870.893,36.29999,0.9990826,-3.57306,90.49,TRUE,0.307,TRUE,3,12,FALSE
3,A7,76,DWV,1.38,Amp,UNKNOWN,11.231,11.202,0.041,6599809.5,6724810.5,176778.23,35.57592,0.9939175,-3.569952,90.6,TRUE,0.15,TRUE,3,7,FALSE
3,B7,76,DWV,1.384,Amp,UNKNOWN,11.173,11.202,0.041,6849811.5,6724810.5,176778.23,35.57592,0.9939175,-3.569952,90.6,TRUE,0.15,TRUE,3,6,FALSE
3,G4,77,ACTIN,1.482,Amp,UNKNOWN,17.166,17.207,0.058,226507.25,220643.03,8293.25,36.29999,0.9990826,-3.57306,90.49,TRUE,0.307,TRUE,3,11,FALSE
3,H4,77,ACTIN,1.477,Amp,UNKNOWN,17.248,17.207,0.058,214778.83,220643.03,8293.25,36.29999,0.9990826,-3.57306,90.49,TRUE,0.307,TRUE,3,11,FALSE
3,E4,77,DWV,1.38,Amp,UNKNOWN,11.579,11.586,0.011,5271980,5246548,35966.023,35.57592,0.9939175,-3.569952,90.6,TRUE,0.15,TRUE,3,7,FALSE
3,F4,77,DWV,1.381,Amp,UNKNOWN,11.594,11.586,0.011,5221116,5246548,35966.023,35.57592,0.9939175,-3.569952,90.6,TRUE,0.15,TRUE,3,7,FALSE
2,G5,78,ACTIN,1.477,Amp,UNKNOWN,16.471,16.57,0.14,354410.6,333191.06,30008.943,36.29999,0.9990826,-3.57306,90.49,TRUE,0.245,TRUE,3,11,FALSE
2,H5,78,ACTIN,1.457,Amp,UNKNOWN,16.669,16.57,0.14,311971.53,333191.06,30008.943,36.29999,0.9990826,-3.57306,90.49,TRUE,0.245,TRUE,3,11,FALSE
2,E5,78,DWV,1.389,Amp,UNKNOWN,13.099,13.205,0.15,1977944.8,1851419.6,178933.42,35.57592,0.9939175,-3.569952,90.6,TRUE,0.051,TRUE,3,10,FALSE
2,F5,78,DWV,1.353,Amp,UNKNOWN,13.311,13.205,0.15,1724894.6,1851419.6,178933.42,35.57592,0.9939175,-3.569952,90.6,TRUE,0.051,TRUE,3,10,FALSE
3,C4,79,ACTIN,1.489,Amp,UNKNOWN,17.096,17.119,0.032,236972.33,233520.44,4881.7,36.29999,0.9990826,-3.57306,90.49,TRUE,0.307,TRUE,3,11,FALSE
3,D4,79,ACTIN,1.484,Amp,UNKNOWN,17.142,17.119,0.032,230068.56,233520.44,4881.7,36.29999,0.9990826,-3.57306,90.49,TRUE,0.307,TRUE,3,11,FALSE
3,A4,79,DWV,1.373,Amp,UNKNOWN,18.834,18.811,0.033,48947.266,49688.508,1048.276,35.57592,0.9939175,-3.569952,90.6,TRUE,0.15,TRUE,3,14,FALSE
3,B4,79,DWV,1.376,Amp,UNKNOWN,18.788,18.811,0.033,50429.75,49688.508,1048.276,35.57592,0.9939175,-3.569952,90.6,TRUE,0.15,TRUE,3,14,FALSE
2,G12,80,ACTIN,1.445,Amp,UNKNOWN,17.717,17.652,0.092,158819.33,165755.73,9809.573,36.29999,0.9990826,-3.57306,90.49,TRUE,0.245,TRUE,3,12,FALSE
2,H12,80,ACTIN,1.459,Amp,UNKNOWN,17.587,17.652,0.092,172692.16,165755.73,9809.573,36.29999,0.9990826,-3.57306,90.49,TRUE,0.245,TRUE,3,12,FALSE
2,E12,80,DWV,1.331,Amp,UNKNOWN,28.888,28.643,0.346,74.70971,88.569,19.599,35.57592,0.9939175,-3.569952,90.6,TRUE,0.051,TRUE,3,25,FALSE
2,F12,80,DWV,1.302,Amp,UNKNOWN,28.399,28.643,0.346,102.42743,88.569,19.599,35.57592,0.9939175,-3.569952,90.6,TRUE,0.051,TRUE,3,25,FALSE
3,C5,81,ACTIN,1.482,Amp,UNKNOWN,16.723,16.705,0.025,301405.1,304926,4979.311,36.29999,0.9990826,-3.57306,90.49,TRUE,0.307,TRUE,3,11,FALSE
3,D5,81,ACTIN,1.484,Amp,UNKNOWN,16.687,16.705,0.025,308446.9,304926,4979.311,36.29999,0.9990826,-3.57306,90.49,TRUE,0.307,TRUE,3,11,FALSE
3,A5,81,DWV,1.377,Amp,UNKNOWN,26.732,26.729,0.004,300.1481,300.712,0.797,35.57592,0.9939175,-3.569952,90.6,TRUE,0.15,TRUE,3,21,FALSE
3,B5,81,DWV,1.373,Amp,UNKNOWN,26.726,26.729,0.004,301.27533,300.712,0.797,35.57592,0.9939175,-3.569952,90.6,TRUE,0.15,TRUE,3,22,FALSE
2,G11,82,ACTIN,1.461,Amp,UNKNOWN,16.96,16.937,0.032,258683.8,262483.8,5374.042,36.29999,0.9990826,-3.57306,90.49,TRUE,0.245,TRUE,3,11,FALSE
2,H11,82,ACTIN,1.464,Amp,UNKNOWN,16.915,16.937,0.032,266283.84,262483.8,5374.042,36.29999,0.9990826,-3.57306,90.49,TRUE,0.245,TRUE,3,11,FALSE
2,E11,82,DWV,1.366,Amp,UNKNOWN,11.209,11.189,0.028,6692028.5,6777381,120706.664,35.57592,0.9939175,-3.569952,90.6,TRUE,0.051,TRUE,3,8,FALSE
2,F11,82,DWV,1.323,Amp,UNKNOWN,11.17,11.189,0.028,6862733.5,6777381,120706.664,35.57592,0.9939175,-3.569952,90.6,TRUE,0.051,TRUE,3,8,FALSE
3,C3,83,ACTIN,1.484,Amp,UNKNOWN,16.973,16.972,0.002,256460.05,256662.11,285.76,36.29999,0.9990826,-3.57306,90.49,TRUE,0.307,TRUE,3,12,FALSE
3,D3,83,ACTIN,1.483,Amp,UNKNOWN,16.971,16.972,0.002,256864.17,256662.11,285.76,36.29999,0.9990826,-3.57306,90.49,TRUE,0.307,TRUE,3,11,FALSE
3,A3,83,DWV,1.379,Amp,UNKNOWN,21.881,21.903,0.031,6856.3325,6761.274,134.433,35.57592,0.9939175,-3.569952,90.6,TRUE,0.15,TRUE,3,17,FALSE
3,B3,83,DWV,1.376,Amp,UNKNOWN,21.925,21.903,0.031,6666.2153,6761.274,134.433,35.57592,0.9939175,-3.569952,90.6,TRUE,0.15,TRUE,3,17,FALSE
3,C1,85,ACTIN,1.472,Amp,UNKNOWN,16.97,17.082,0.159,257019.56,239734.36,24444.96,36.29999,0.9990826,-3.57306,90.49,TRUE,0.307,TRUE,3,11,FALSE
3,D1,85,ACTIN,1.437,Amp,UNKNOWN,17.194,17.082,0.159,222449.17,239734.36,24444.96,36.29999,0.9990826,-3.57306,90.49,TRUE,0.307,TRUE,3,11,FALSE
3,A1,85,DWV,1.373,Amp,UNKNOWN,13.866,13.921,0.078,1206135.1,1164496.9,58885.527,35.57592,0.9939175,-3.569952,90.6,TRUE,0.15,TRUE,3,9,FALSE
3,B1,85,DWV,1.357,Amp,UNKNOWN,13.977,13.921,0.078,1122858.5,1164496.9,58885.527,35.57592,0.9939175,-3.569952,90.6,TRUE,0.15,TRUE,3,9,FALSE